laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Touchscreen,Ips,Storage
732,Razer,Razer Workstation 732,2 in 1 Convertible,12.5,"12.5"" 1920x1080",Intel Core i3,8,16GB,AMD Radeon RX 6700M,Windows 10,1.36,880,Yes,No,SSD
733,Razer,Razer Netbook 733,Gaming,15.3,"15.3"" 2560x1440",Intel Core i7,64,16GB,NVIDIA GeForce RTX 3070,macOS,3.95,4574,Yes,Yes,HDD
734,Huawei,Huawei Ultrabook 734,Gaming,16.9,"16.9"" 1920x1080",AMD Ryzen 7,64,128GB,NVIDIA GeForce GTX 1650,Chrome OS,3.03,1145,No,Yes,Hybrid
735,Lenovo,Lenovo Netbook 735,Gaming,15.5,"15.5"" 2560x1440",Intel Core i3,16,4GB,NVIDIA GeForce GTX 1650,Chrome OS,2.23,730,Yes,Yes,Hybrid
736,Apple,Apple Ultrabook 736,Ultrabook,11.8,"11.8"" 2560x1440",AMD Ryzen 5,32,2TB,Intel Iris Xe Graphics,macOS,1.07,1606,Yes,No,Hybrid
737,Apple,Apple Notebook 737,Ultrabook,11.9,"11.9"" 1366x768",Intel Core i9,32,4GB,AMD Radeon RX 6700M,macOS,1.39,3165,Yes,No,SSD
738,HP,HP Ultrabook 738,Notebook,12.7,"12.7"" 1366x768",AMD Ryzen 9,32,256GB,Intel HD Graphics,Chrome OS,2.44,716,Yes,No,HDD
739,Microsoft,Microsoft Ultrabook 739,Workstation,11.6,"11.6"" 2560x1440",Intel Core i5,64,2TB,Intel Iris Xe Graphics,Chrome OS,2.95,1322,Yes,No,SSD
740,Microsoft,Microsoft Gaming 740,Ultrabook,11.4,"11.4"" 2560x1440",Intel Core i7,8,2TB,AMD Radeon RX 6700M,Windows 10,0.98,1296,Yes,Yes,Hybrid
741,Lenovo,Lenovo Workstation 741,Notebook,12.2,"12.2"" 2560x1440",AMD Ryzen 5,16,32GB,NVIDIA GeForce GTX 1650,Windows 11,2.18,583,Yes,Yes,Hybrid
742,Apple,Apple Netbook 742,Workstation,14.7,"14.7"" 1920x1080",AMD Ryzen 5,64,64GB,Intel Iris Xe Graphics,macOS,1.4,2005,No,No,HDD
743,Razer,Razer Netbook 743,Workstation,15.5,"15.5"" 2560x1440",AMD Ryzen 7,128,256GB,NVIDIA GeForce GTX 1660,Windows 11,2.68,3003,Yes,No,HDD
744,Razer,Razer Notebook 744,Netbook,14.9,"14.9"" 1920x1080",Intel Core i9,16,128GB,NVIDIA GeForce RTX 3050,Linux,1.11,1317,No,Yes,Hybrid
745,Acer,Acer Workstation 745,Gaming,17.2,"17.2"" 2560x1440",AMD Ryzen 3,64,8GB,AMD Radeon RX 6700M,Chrome OS,3.63,1063,Yes,No,Hybrid
746,Microsoft,Microsoft 2 in 1 Convertible 746,2 in 1 Convertible,14.8,"14.8"" 2560x1440",AMD Ryzen 5,4,4GB,NVIDIA GeForce RTX 3080,Windows 11,2.64,1312,Yes,No,SSD
747,Dell,Dell Netbook 747,Workstation,16.6,"16.6"" 3840x2160",AMD Ryzen 3,16,32GB,NVIDIA GeForce RTX 3050,macOS,1.88,1120,No,Yes,SSD
748,Razer,Razer 2 in 1 Convertible 748,2 in 1 Convertible,13.1,"13.1"" 1366x768",Intel Core i7,8,256GB,AMD Radeon RX 5500M,Windows 11,2.75,925,Yes,No,SSD
749,HP,HP Workstation 749,Notebook,16.9,"16.9"" 1920x1080",Intel Core i9,32,8GB,AMD Radeon RX 6700M,Windows 10,1.48,1813,No,No,HDD
750,Asus,Asus Ultrabook 750,2 in 1 Convertible,14.3,"14.3"" 2560x1440",Intel Core i7,32,2TB,Intel HD Graphics,Chrome OS,2.52,782,Yes,Yes,HDD
751,MSI,MSI Gaming 751,Netbook,15.1,"15.1"" 3840x2160",AMD Ryzen 3,4,32GB,AMD Radeon RX 6700M,Windows 11,2.4,349,Yes,Yes,HDD
752,Lenovo,Lenovo Notebook 752,Gaming,16.4,"16.4"" 3840x2160",AMD Ryzen 7,64,4GB,Intel Iris Xe Graphics,Chrome OS,2.03,1632,No,No,Hybrid
753,Apple,Apple Ultrabook 753,Netbook,12.9,"12.9"" 2560x1440",AMD Ryzen 9,8,4GB,NVIDIA GeForce RTX 3060,macOS,1.2,988,No,Yes,HDD
754,Asus,Asus Ultrabook 754,Ultrabook,11.9,"11.9"" 1920x1080",Intel Core i7,32,16GB,AMD Radeon RX 6600M,Linux,1.39,1700,No,No,SSD
755,Asus,Asus Gaming 755,2 in 1 Convertible,12.7,"12.7"" 1920x1080",AMD Ryzen 7,4,4GB,AMD Radeon RX 6600M,Windows 11,1.4,521,Yes,Yes,SSD
756,Lenovo,Lenovo Workstation 756,Gaming,15.7,"15.7"" 1920x1080",Intel Core i5,64,128GB,Intel HD Graphics,Windows 10,2.34,1187,No,No,SSD
757,LG,LG 2 in 1 Convertible 757,Workstation,15.8,"15.8"" 1920x1080",Intel Core i7,32,64GB,NVIDIA GeForce RTX 3050,Linux,1.62,1743,Yes,Yes,Hybrid
758,LG,LG 2 in 1 Convertible 758,Workstation,17.3,"17.3"" 1920x1080",AMD Ryzen 7,128,32GB,NVIDIA GeForce RTX 3050,Linux,2.66,3264,No,No,SSD
759,MSI,MSI 2 in 1 Convertible 759,Gaming,16.5,"16.5"" 1920x1080",Intel Core i5,64,8GB,AMD Radeon RX 6600M,Linux,3.7,2707,Yes,Yes,SSD
760,Dell,Dell Ultrabook 760,Gaming,16.8,"16.8"" 3840x2160",Intel Core i9,32,16GB,NVIDIA GeForce RTX 3070,macOS,2.62,3684,No,No,HDD
761,Asus,Asus Notebook 761,Workstation,16.5,"16.5"" 3840x2160",AMD Ryzen 9,64,8GB,AMD Radeon RX 6600M,macOS,2.81,2331,No,Yes,Hybrid
762,Apple,Apple Notebook 762,Notebook,17.3,"17.3"" 2560x1440",AMD Ryzen 9,32,4GB,Intel Iris Xe Graphics,macOS,1.29,1422,No,Yes,Hybrid
763,Asus,Asus Workstation 763,2 in 1 Convertible,15.5,"15.5"" 2560x1440",AMD Ryzen 5,8,8GB,NVIDIA GeForce RTX 3080,Linux,2.74,1321,Yes,Yes,Hybrid
764,Microsoft,Microsoft Netbook 764,2 in 1 Convertible,14.0,"14.0"" 1920x1080",Intel Core i3,8,512GB,NVIDIA GeForce GTX 1660,Linux,1.74,578,Yes,No,Hybrid
765,LG,LG Workstation 765,Netbook,14.2,"14.2"" 1920x1080",Intel Core i9,4,2TB,NVIDIA GeForce RTX 3070,Windows 10,1.53,841,Yes,Yes,Hybrid
766,LG,LG Workstation 766,Gaming,16.8,"16.8"" 1920x1080",AMD Ryzen 3,16,1TB,NVIDIA GeForce RTX 3070,macOS,2.17,1384,No,No,SSD
767,Samsung,Samsung 2 in 1 Convertible 767,2 in 1 Convertible,12.0,"12.0"" 1366x768",Intel Core i9,4,128GB,AMD Radeon RX 6800M,Chrome OS,2.14,1128,Yes,No,SSD
768,MSI,MSI Workstation 768,Workstation,16.7,"16.7"" 1920x1080",Intel Core i7,64,512GB,NVIDIA GeForce RTX 3050,Windows 11,1.64,2498,No,Yes,SSD
769,Razer,Razer Gaming 769,Notebook,17.0,"17.0"" 2560x1440",Intel Core i9,8,128GB,NVIDIA GeForce RTX 3070,Windows 11,2.51,2179,No,Yes,Hybrid
770,Apple,Apple 2 in 1 Convertible 770,2 in 1 Convertible,14.4,"14.4"" 1920x1080",AMD Ryzen 3,16,256GB,AMD Radeon RX 6700M,macOS,2.25,1092,Yes,No,Hybrid
771,Microsoft,Microsoft Workstation 771,Gaming,16.0,"16.0"" 1920x1080",AMD Ryzen 3,16,512GB,NVIDIA GeForce GTX 1650,Windows 10,3.48,804,Yes,No,HDD
772,Apple,Apple Workstation 772,Notebook,16.2,"16.2"" 2560x1440",AMD Ryzen 5,8,16GB,Intel Iris Xe Graphics,macOS,1.34,750,No,No,SSD
773,Dell,Dell Ultrabook 773,Gaming,17.2,"17.2"" 1920x1080",Intel Core i3,16,512GB,AMD Radeon RX 6600M,macOS,3.23,1194,No,Yes,Hybrid
774,Acer,Acer Workstation 774,Notebook,13.1,"13.1"" 1920x1080",Intel Core i3,4,2TB,AMD Radeon RX 6700M,Chrome OS,1.95,306,Yes,No,Hybrid
775,Samsung,Samsung 2 in 1 Convertible 775,Workstation,11.1,"11.1"" 2560x1440",AMD Ryzen 7,16,512GB,NVIDIA GeForce GTX 1660,macOS,1.87,1205,Yes,No,Hybrid
776,Samsung,Samsung 2 in 1 Convertible 776,Gaming,15.8,"15.8"" 1920x1080",AMD Ryzen 7,64,16GB,Intel HD Graphics,Chrome OS,2.05,1485,No,No,Hybrid
777,Lenovo,Lenovo 2 in 1 Convertible 777,Ultrabook,12.9,"12.9"" 2560x1440",Intel Core i7,8,16GB,NVIDIA GeForce GTX 1650,Chrome OS,0.8,693,Yes,Yes,SSD
778,Acer,Acer Notebook 778,Gaming,15.8,"15.8"" 2560x1440",Intel Core i3,16,128GB,Intel Iris Xe Graphics,Windows 11,2.57,518,No,No,HDD
779,MSI,MSI Ultrabook 779,Notebook,13.8,"13.8"" 2560x1440",Intel Core i5,16,512GB,NVIDIA GeForce GTX 1650,macOS,1.27,640,Yes,Yes,HDD
780,Razer,Razer Netbook 780,Netbook,16.8,"16.8"" 1920x1080",AMD Ryzen 5,16,64GB,NVIDIA GeForce RTX 3070,Chrome OS,1.86,1232,No,Yes,SSD
781,Acer,Acer Netbook 781,Notebook,15.3,"15.3"" 3840x2160",Intel Core i9,32,16GB,AMD Radeon RX 6800M,Linux,2.04,1528,No,Yes,Hybrid
782,MSI,MSI Notebook 782,Netbook,16.0,"16.0"" 2560x1440",AMD Ryzen 5,4,1TB,AMD Radeon RX 5500M,Chrome OS,2.91,270,No,Yes,Hybrid
783,Samsung,Samsung Gaming 783,Gaming,17.2,"17.2"" 3840x2160",Intel Core i3,64,2TB,AMD Radeon RX 5500M,macOS,2.03,1246,No,No,SSD
784,Apple,Apple 2 in 1 Convertible 784,Notebook,15.4,"15.4"" 2560x1440",AMD Ryzen 7,4,1TB,NVIDIA GeForce RTX 3050,macOS,2.95,969,Yes,No,Hybrid
785,Huawei,Huawei 2 in 1 Convertible 785,Ultrabook,12.0,"12.0"" 1920x1080",Intel Core i3,16,4GB,AMD Radeon RX 6700M,Windows 10,1.06,562,No,Yes,Hybrid
786,Dell,Dell 2 in 1 Convertible 786,2 in 1 Convertible,12.3,"12.3"" 1920x1080",AMD Ryzen 9,16,512GB,NVIDIA GeForce GTX 1660,Chrome OS,2.19,1318,Yes,No,SSD
787,Razer,Razer 2 in 1 Convertible 787,Netbook,12.3,"12.3"" 1920x1080",Intel Core i3,32,8GB,Intel Iris Xe Graphics,Chrome OS,1.76,504,No,No,SSD
788,Dell,Dell Gaming 788,Ultrabook,11.2,"11.2"" 1920x1080",Intel Core i7,32,8GB,NVIDIA GeForce GTX 1660,Windows 11,0.92,1505,No,No,HDD
789,Razer,Razer Workstation 789,Notebook,14.5,"14.5"" 1920x1080",AMD Ryzen 3,8,64GB,Intel Iris Xe Graphics,Windows 10,2.38,482,Yes,Yes,HDD
790,Microsoft,Microsoft Gaming 790,Ultrabook,12.5,"12.5"" 2560x1440",Intel Core i5,16,256GB,NVIDIA GeForce GTX 1650,Windows 10,0.95,1200,Yes,No,HDD
791,HP,HP Ultrabook 791,Netbook,13.8,"13.8"" 2560x1440",AMD Ryzen 5,4,1TB,AMD Radeon RX 6600M,macOS,1.93,393,Yes,No,HDD
792,Asus,Asus Ultrabook 792,Notebook,16.0,"16.0"" 2560x1440",Intel Core i3,16,4GB,AMD Radeon RX 6800M,Linux,1.44,831,No,No,SSD
793,Microsoft,Microsoft Workstation 793,Gaming,15.9,"15.9"" 2560x1440",Intel Core i7,32,512GB,NVIDIA GeForce RTX 3070,macOS,3.69,3152,Yes,No,SSD
794,Samsung,Samsung Netbook 794,Notebook,15.7,"15.7"" 2560x1440",AMD Ryzen 5,8,2TB,NVIDIA GeForce GTX 1660,macOS,1.9,601,Yes,Yes,SSD
795,LG,LG Workstation 795,2 in 1 Convertible,14.9,"14.9"" 2560x1440",Intel Core i3,8,512GB,AMD Radeon RX 6800M,Chrome OS,1.93,667,Yes,Yes,HDD
796,Apple,Apple Netbook 796,Netbook,11.5,"11.5"" 1366x768",AMD Ryzen 5,8,128GB,NVIDIA GeForce RTX 3050,macOS,1.01,727,Yes,No,SSD
797,LG,LG Gaming 797,2 in 1 Convertible,15.5,"15.5"" 2560x1440",Intel Core i9,4,4GB,NVIDIA GeForce GTX 1650,Chrome OS,1.79,758,Yes,Yes,SSD
798,LG,LG Workstation 798,Netbook,15.4,"15.4"" 3840x2160",Intel Core i7,8,2TB,NVIDIA GeForce GTX 1660,Linux,2.15,519,Yes,Yes,HDD
799,Acer,Acer Notebook 799,Netbook,12.5,"12.5"" 1366x768",AMD Ryzen 9,4,512GB,NVIDIA GeForce RTX 3060,Chrome OS,2.09,458,Yes,Yes,Hybrid
800,Lenovo,Lenovo Notebook 800,Ultrabook,12.1,"12.1"" 1366x768",AMD Ryzen 7,16,4GB,NVIDIA GeForce GTX 1660,Chrome OS,1.31,1234,No,Yes,SSD
801,Lenovo,Lenovo Notebook 801,Gaming,15.2,"15.2"" 3840x2160",Intel Core i9,16,128GB,NVIDIA GeForce GTX 1660,macOS,3.78,1608,Yes,No,HDD
802,Dell,Dell Notebook 802,Gaming,15.9,"15.9"" 2560x1440",Intel Core i9,32,4GB,AMD Radeon RX 6600M,Windows 11,2.56,2904,No,No,Hybrid
803,Asus,Asus Ultrabook 803,Gaming,15.6,"15.6"" 1920x1080",AMD Ryzen 5,16,16GB,Intel Iris Xe Graphics,Chrome OS,2.29,732,Yes,No,Hybrid
804,HP,HP 2 in 1 Convertible 804,Workstation,11.3,"11.3"" 2560x1440",Intel Core i7,32,16GB,NVIDIA GeForce RTX 3050,Linux,1.91,1913,Yes,No,SSD
805,Microsoft,Microsoft 2 in 1 Convertible 805,Workstation,11.8,"11.8"" 2560x1440",Intel Core i7,64,8GB,AMD Radeon RX 6700M,Chrome OS,1.52,2672,Yes,Yes,HDD
806,Asus,Asus Ultrabook 806,Notebook,17.3,"17.3"" 2560x1440",Intel Core i9,8,1TB,Intel Iris Xe Graphics,Windows 11,1.6,694,Yes,No,Hybrid
807,Acer,Acer Netbook 807,2 in 1 Convertible,14.1,"14.1"" 2560x1440",AMD Ryzen 3,16,32GB,AMD Radeon RX 6700M,Chrome OS,1.89,558,Yes,No,Hybrid
808,HP,HP 2 in 1 Convertible 808,Ultrabook,13.0,"13.0"" 1920x1080",Intel Core i9,8,1TB,NVIDIA GeForce RTX 3070,Windows 11,0.86,2085,Yes,No,HDD
809,Razer,Razer Ultrabook 809,Netbook,13.5,"13.5"" 1920x1080",Intel Core i7,16,8GB,AMD Radeon RX 6600M,Windows 10,1.37,1040,Yes,Yes,Hybrid
810,Apple,Apple Ultrabook 810,Netbook,14.8,"14.8"" 1920x1080",AMD Ryzen 3,4,256GB,NVIDIA GeForce GTX 1650,macOS,1.86,281,No,Yes,SSD
811,Samsung,Samsung Gaming 811,Ultrabook,12.8,"12.8"" 1366x768",Intel Core i7,8,4GB,NVIDIA GeForce RTX 3070,Chrome OS,0.84,1975,Yes,Yes,Hybrid
812,Samsung,Samsung Gaming 812,Notebook,15.4,"15.4"" 3840x2160",Intel Core i3,4,256GB,NVIDIA GeForce GTX 1660,Linux,2.58,385,No,Yes,SSD
813,MSI,MSI 2 in 1 Convertible 813,Notebook,14.6,"14.6"" 1920x1080",Intel Core i9,8,8GB,AMD Radeon RX 5500M,Linux,1.78,844,Yes,No,SSD
814,LG,LG Netbook 814,Ultrabook,11.7,"11.7"" 1920x1080",AMD Ryzen 7,16,1TB,AMD Radeon RX 6600M,Windows 10,1.35,1148,No,No,SSD
815,Razer,Razer Ultrabook 815,Notebook,13.6,"13.6"" 1920x1080",Intel Core i3,8,8GB,NVIDIA GeForce RTX 3050,Windows 11,2.27,651,Yes,Yes,Hybrid
816,Dell,Dell Workstation 816,Gaming,16.3,"16.3"" 3840x2160",AMD Ryzen 3,32,4GB,AMD Radeon RX 6800M,Windows 11,3.35,1509,Yes,Yes,Hybrid
817,Apple,Apple Gaming 817,Netbook,14.8,"14.8"" 1366x768",AMD Ryzen 5,4,8GB,NVIDIA GeForce RTX 3080,macOS,1.07,984,Yes,No,SSD
818,Asus,Asus Workstation 818,Ultrabook,14.0,"14.0"" 1366x768",Intel Core i5,32,4GB,AMD Radeon RX 5500M,Windows 11,1.31,986,Yes,No,Hybrid
819,Samsung,Samsung Workstation 819,Ultrabook,11.3,"11.3"" 2560x1440",AMD Ryzen 5,4,1TB,NVIDIA GeForce RTX 3050,Windows 10,1.28,836,No,No,Hybrid
820,Apple,Apple Notebook 820,2 in 1 Convertible,13.8,"13.8"" 1920x1080",AMD Ryzen 3,4,2TB,NVIDIA GeForce RTX 3080,macOS,1.5,1175,Yes,Yes,SSD
821,Lenovo,Lenovo Gaming 821,Netbook,14.0,"14.0"" 1366x768",AMD Ryzen 5,8,256GB,NVIDIA GeForce RTX 3080,Windows 10,1.99,816,Yes,Yes,HDD
822,Huawei,Huawei Ultrabook 822,Ultrabook,12.6,"12.6"" 1920x1080",Intel Core i9,16,32GB,Intel HD Graphics,Windows 11,0.85,609,Yes,Yes,SSD
823,Dell,Dell Netbook 823,Ultrabook,11.1,"11.1"" 2560x1440",Intel Core i9,4,4GB,NVIDIA GeForce RTX 3080,Linux,1.31,1875,Yes,Yes,SSD
824,LG,LG Gaming 824,Workstation,12.4,"12.4"" 1366x768",AMD Ryzen 3,128,128GB,AMD Radeon RX 5500M,Windows 11,1.48,1284,No,Yes,Hybrid
825,Microsoft,Microsoft Notebook 825,Workstation,12.4,"12.4"" 1366x768",Intel Core i7,128,256GB,NVIDIA GeForce RTX 3080,Chrome OS,1.39,5000,Yes,No,SSD
826,Acer,Acer Gaming 826,Ultrabook,11.9,"11.9"" 1920x1080",Intel Core i5,8,128GB,Intel Iris Xe Graphics,macOS,1.19,533,No,No,HDD
827,Microsoft,Microsoft Gaming 827,Workstation,15.1,"15.1"" 3840x2160",AMD Ryzen 9,128,1TB,NVIDIA GeForce RTX 3080,Chrome OS,2.51,5000,Yes,No,Hybrid
828,Dell,Dell Notebook 828,Ultrabook,13.8,"13.8"" 1366x768",AMD Ryzen 7,4,8GB,AMD Radeon RX 6700M,Chrome OS,0.92,974,Yes,Yes,SSD
829,MSI,MSI Gaming 829,Netbook,16.7,"16.7"" 2560x1440",AMD Ryzen 7,8,2TB,AMD Radeon RX 5500M,macOS,2.3,401,No,Yes,SSD
830,Dell,Dell Workstation 830,Workstation,17.2,"17.2"" 2560x1440",AMD Ryzen 5,128,256GB,NVIDIA GeForce RTX 3070,Chrome OS,2.82,3645,No,No,HDD
831,Lenovo,Lenovo Ultrabook 831,2 in 1 Convertible,12.4,"12.4"" 1366x768",AMD Ryzen 9,4,8GB,NVIDIA GeForce GTX 1660,Windows 11,1.08,916,Yes,Yes,Hybrid
832,Microsoft,Microsoft Netbook 832,2 in 1 Convertible,13.9,"13.9"" 2560x1440",Intel Core i3,16,16GB,AMD Radeon RX 6800M,Windows 11,1.38,1210,Yes,Yes,Hybrid
833,Acer,Acer 2 in 1 Convertible 833,Gaming,15.9,"15.9"" 1920x1080",AMD Ryzen 9,16,512GB,NVIDIA GeForce RTX 3070,macOS,3.69,2283,No,Yes,HDD
834,Lenovo,Lenovo 2 in 1 Convertible 834,Notebook,16.2,"16.2"" 3840x2160",Intel Core i5,32,8GB,NVIDIA GeForce RTX 3060,macOS,2.8,1247,Yes,Yes,SSD
835,Samsung,Samsung Gaming 835,Ultrabook,13.6,"13.6"" 2560x1440",Intel Core i3,4,4GB,Intel Iris Xe Graphics,Linux,1.15,310,No,Yes,SSD
836,LG,LG Gaming 836,Workstation,12.9,"12.9"" 1366x768",AMD Ryzen 9,16,16GB,NVIDIA GeForce RTX 3080,Chrome OS,2.55,2655,No,Yes,Hybrid
837,LG,LG Workstation 837,Gaming,15.7,"15.7"" 3840x2160",AMD Ryzen 9,64,8GB,NVIDIA GeForce RTX 3080,macOS,2.37,4011,No,No,Hybrid
838,MSI,MSI Ultrabook 838,2 in 1 Convertible,12.7,"12.7"" 1366x768",Intel Core i7,4,256GB,AMD Radeon RX 5500M,Windows 10,1.63,642,Yes,Yes,SSD
839,Lenovo,Lenovo Workstation 839,2 in 1 Convertible,12.9,"12.9"" 1366x768",Intel Core i5,8,8GB,AMD Radeon RX 6600M,macOS,1.77,743,Yes,No,HDD
840,Microsoft,Microsoft Ultrabook 840,Ultrabook,12.2,"12.2"" 2560x1440",AMD Ryzen 3,8,2TB,NVIDIA GeForce GTX 1650,macOS,1.27,591,Yes,Yes,Hybrid
841,Apple,Apple Ultrabook 841,Notebook,15.1,"15.1"" 2560x1440",AMD Ryzen 9,32,512GB,NVIDIA GeForce RTX 3070,macOS,1.99,3284,No,No,SSD
842,Dell,Dell Notebook 842,Workstation,17.0,"17.0"" 3840x2160",Intel Core i3,32,512GB,AMD Radeon RX 6700M,macOS,2.31,1243,No,No,Hybrid
843,Apple,Apple Gaming 843,2 in 1 Convertible,13.0,"13.0"" 1366x768",AMD Ryzen 3,8,64GB,AMD Radeon RX 6700M,macOS,2.74,945,Yes,Yes,Hybrid
844,HP,HP Gaming 844,Netbook,16.5,"16.5"" 2560x1440",Intel Core i3,16,512GB,AMD Radeon RX 6800M,Windows 11,1.91,534,Yes,No,SSD
845,Lenovo,Lenovo Notebook 845,Netbook,16.1,"16.1"" 2560x1440",AMD Ryzen 7,4,256GB,NVIDIA GeForce RTX 3060,Chrome OS,2.23,580,Yes,Yes,HDD
846,Razer,Razer Ultrabook 846,Ultrabook,12.6,"12.6"" 1920x1080",AMD Ryzen 7,4,2TB,NVIDIA GeForce RTX 3080,macOS,0.99,1968,No,Yes,HDD
847,Samsung,Samsung Ultrabook 847,2 in 1 Convertible,15.4,"15.4"" 3840x2160",AMD Ryzen 7,32,64GB,NVIDIA GeForce RTX 3080,Chrome OS,1.65,3215,Yes,Yes,Hybrid
848,Lenovo,Lenovo Workstation 848,2 in 1 Convertible,15.6,"15.6"" 2560x1440",Intel Core i5,16,4GB,Intel HD Graphics,Windows 11,2.62,567,Yes,No,HDD
849,Lenovo,Lenovo Notebook 849,Workstation,13.9,"13.9"" 2560x1440",Intel Core i5,32,4GB,AMD Radeon RX 6600M,Windows 11,1.2,1653,No,No,HDD
850,Samsung,Samsung Ultrabook 850,Notebook,13.9,"13.9"" 1366x768",AMD Ryzen 5,8,8GB,AMD Radeon RX 5500M,Linux,1.18,481,Yes,No,Hybrid
851,Razer,Razer Netbook 851,Netbook,15.5,"15.5"" 1920x1080",Intel Core i9,32,2TB,NVIDIA GeForce RTX 3060,Windows 10,1.84,2099,No,Yes,Hybrid
852,Microsoft,Microsoft Netbook 852,Notebook,15.8,"15.8"" 2560x1440",Intel Core i7,16,2TB,Intel Iris Xe Graphics,macOS,1.22,990,Yes,Yes,Hybrid
853,Razer,Razer Workstation 853,Workstation,15.3,"15.3"" 2560x1440",Intel Core i9,32,16GB,Intel Iris Xe Graphics,Windows 11,1.79,2115,No,No,HDD
854,Lenovo,Lenovo Notebook 854,Ultrabook,12.4,"12.4"" 2560x1440",Intel Core i7,8,1TB,AMD Radeon RX 6700M,Windows 11,0.92,1148,Yes,No,SSD
855,Acer,Acer Ultrabook 855,Notebook,14.7,"14.7"" 2560x1440",AMD Ryzen 3,16,256GB,NVIDIA GeForce GTX 1660,macOS,1.24,409,No,Yes,HDD
856,Apple,Apple Gaming 856,Ultrabook,11.3,"11.3"" 1366x768",AMD Ryzen 7,32,512GB,NVIDIA GeForce GTX 1660,macOS,1.08,2096,Yes,Yes,HDD
857,HP,HP 2 in 1 Convertible 857,Ultrabook,13.6,"13.6"" 2560x1440",AMD Ryzen 9,16,256GB,NVIDIA GeForce GTX 1650,Chrome OS,1.41,1147,Yes,Yes,Hybrid
858,LG,LG Gaming 858,Notebook,13.6,"13.6"" 2560x1440",Intel Core i3,32,32GB,NVIDIA GeForce RTX 3050,Linux,1.16,885,Yes,Yes,Hybrid
859,Samsung,Samsung Gaming 859,Gaming,16.5,"16.5"" 2560x1440",Intel Core i3,32,128GB,Intel HD Graphics,Chrome OS,2.88,631,No,No,SSD
860,Acer,Acer 2 in 1 Convertible 860,Notebook,13.3,"13.3"" 1920x1080",Intel Core i9,16,16GB,NVIDIA GeForce GTX 1650,Windows 10,2.14,862,No,Yes,Hybrid
861,Microsoft,Microsoft 2 in 1 Convertible 861,2 in 1 Convertible,15.2,"15.2"" 3840x2160",AMD Ryzen 7,16,4GB,AMD Radeon RX 5500M,Windows 10,2.69,1166,Yes,Yes,Hybrid
862,MSI,MSI Gaming 862,Gaming,16.6,"16.6"" 3840x2160",AMD Ryzen 9,64,1TB,AMD Radeon RX 6800M,Windows 11,2.4,3776,No,No,HDD
863,MSI,MSI 2 in 1 Convertible 863,2 in 1 Convertible,14.2,"14.2"" 2560x1440",AMD Ryzen 9,32,4GB,NVIDIA GeForce GTX 1650,Windows 11,1.46,1373,Yes,Yes,Hybrid
864,HP,HP Workstation 864,Netbook,12.4,"12.4"" 1920x1080",Intel Core i3,4,2TB,Intel Iris Xe Graphics,Linux,1.68,200,No,Yes,Hybrid
865,Huawei,Huawei Ultrabook 865,Workstation,17.1,"17.1"" 1920x1080",AMD Ryzen 9,16,1TB,AMD Radeon RX 5500M,macOS,2.11,864,No,No,Hybrid
866,Acer,Acer Notebook 866,Notebook,15.4,"15.4"" 3840x2160",AMD Ryzen 9,32,8GB,AMD Radeon RX 6700M,macOS,1.85,1271,No,No,Hybrid
867,LG,LG 2 in 1 Convertible 867,2 in 1 Convertible,14.7,"14.7"" 1920x1080",Intel Core i9,32,2TB,NVIDIA GeForce GTX 1660,Linux,1.87,1944,Yes,No,SSD
868,Razer,Razer Notebook 868,Gaming,17.1,"17.1"" 3840x2160",AMD Ryzen 3,64,512GB,NVIDIA GeForce RTX 3050,Windows 10,2.82,1980,No,Yes,SSD
869,LG,LG Gaming 869,Netbook,15.1,"15.1"" 1920x1080",AMD Ryzen 3,16,2TB,NVIDIA GeForce GTX 1660,macOS,2.0,359,No,No,Hybrid
870,HP,HP Netbook 870,Netbook,14.9,"14.9"" 2560x1440",AMD Ryzen 9,4,4GB,AMD Radeon RX 6700M,Windows 10,1.85,524,Yes,No,Hybrid
871,LG,LG 2 in 1 Convertible 871,Netbook,16.9,"16.9"" 2560x1440",AMD Ryzen 9,32,4GB,AMD Radeon RX 6800M,Linux,2.2,1444,Yes,No,HDD
872,HP,HP Workstation 872,Ultrabook,11.4,"11.4"" 2560x1440",AMD Ryzen 3,16,128GB,NVIDIA GeForce RTX 3050,Windows 11,1.46,916,No,Yes,Hybrid
873,Microsoft,Microsoft 2 in 1 Convertible 873,Workstation,11.1,"11.1"" 1920x1080",AMD Ryzen 7,64,4GB,NVIDIA GeForce GTX 1660,Windows 11,2.79,2391,No,Yes,Hybrid
874,Microsoft,Microsoft Notebook 874,Notebook,12.3,"12.3"" 1366x768",Intel Core i5,4,1TB,NVIDIA GeForce RTX 3060,macOS,1.44,704,Yes,Yes,Hybrid
875,LG,LG Ultrabook 875,2 in 1 Convertible,12.7,"12.7"" 1366x768",AMD Ryzen 3,4,4GB,NVIDIA GeForce RTX 3080,Linux,1.5,836,Yes,Yes,HDD
876,HP,HP Notebook 876,Gaming,17.1,"17.1"" 1920x1080",AMD Ryzen 9,16,4GB,Intel HD Graphics,Windows 11,2.65,1047,No,No,SSD
877,Razer,Razer 2 in 1 Convertible 877,Gaming,15.6,"15.6"" 3840x2160",Intel Core i5,64,16GB,Intel HD Graphics,Linux,3.73,1570,No,Yes,SSD
